9789654941280,Paperback,The Biochemical Key: A Practical Way to Control Your Weight  Advice and Recipes,9654941287,01/05/2002,Health,Diet,203.2,139.7,10.922,195
9781785310461,Hardcover,Building the Dynasty: Manchester United 1946-1958,1785310461,01/12/2015,Sport,Football,241.3,158.75,30.48,773
9780099543084,Paperback,Bullet Proof,99543087,01/06/2011,History,Military,197,129,19,224
9781909178335,Paperback,"Can't Sleep, Can't Train, Can't Stop: More Misadventures in Triathlon",1909178330,01/01/2013,Sport,Triathalon,215.9,139.7,22.86,363
9781782194231,Paperback,Chloe Sims: The Only Way Is Up: My Story,1782194231,01/10/2013,Biography,Reality TV,203.2,127,22.86,302.5304123
9780091953362,Paperback,A Christmas Wish,91953367,26/11/2013,Fiction,Family Saga,197.358,126.746,26.67,342.1191639
9781844009824,Hardcover,The Gentle Art of Cookery: With 750 Recipes. by Mrs. C.F. Leyel and Miss Olga Hartley,1844009823,01/09/2011,Cooking,Traditional,220.999558,145.999708,38.999922,450
9780007299157,Hardcover,Consumed,000729915X,09/10/2014,Fiction,Crime,240.999518,161.999676,29.99994,600.64255
9781905367108,Paperback,"Core Workout: A Definitive Guide to Swiss Ball Training for Athletes, Coaches & Fitness Professionals",1905367104,01/04/2010,Health,Fitness,171.45,171.45,25.4,227
9780992872885,Hardcover,The Curious Tale of Fi-Rex,099287288x,01/10/2015,Fiction,Children,258.999482,322.999354,9.99998,429.0076824
9781781801031,Paperback,Daily Love: Growing into Grace,1781801037,09/09/2014,Self Help,Holistic,212.852,136.652,14.224,212.1684774
9780099551058,Paperback,Dead Set (DI January David),99551055,01/11/2014,Fiction,Mystery,203.2,127,30.48,403.3738831
9780571278527,Hardcover,Death of a Polaroid: A Manics Family Album,571278523,01/11/2011,Biography,Music,306.999386,253.999492,28.999942,1159.665862
9781785310546,Hardcover,The Death of Rugby: Neil Back's Story,1785310542,01/11/2015,Sport,Rugby,241.3,158.75,25.4,621
9781844008148,Hardcover,Decorating with Laurence Llewelyn-Bowen,1844008142,05/03/2010,Design,Interior,287,222,26,1456
9781843175780,Paperback,The Devil's Graveyard,1843175789,02/06/2011,Fiction,Adventure,203.2,127,30.48,403.3738831
9780571243037,Paperback,Different drummer: the life of Kenneth MacMillan,571243037,02/09/2010,Art,Dance,233.999532,153.999692,53.999892,997.9140125
9780745333540,Paperback,Doomed by Hope: Essays on Arab Theatre,745333540,09/01/2013,Art,Theatre,219.99956,169.99966,17.78,388
9780224098274,Hardcover,Dreamstreets: A Journey Through Britain's Village Utopias,224098276,06/07/2015,History,UK,240.538,159.766,23.876,470.5383406
9780571270095,Paperback,Enough Is Enough: How to Build a New Republic,571270093,01/07/2011,Politics,Ireland,197.999604,125.999748,16.999966,217.4940796
9780091953645,Paperback,Ex-Communication: Superheroes vs Zombies (Ex-Heroes),91953642,11/07/2013,Fiction,Adventure,197.999604,125.999748,21.999956,281.4629266
9781847373687,Hardcover,FA Confidential,1847373682,06/10/2008,Sport,Football,236,161,34,650
9780749717551,Paperback,Falling into Glory,749717556,30/09/1995,Fiction,YA,111.999776,177.999644,19.99996,204.470568
9781843440130,Paperback,Fast Company : How Six Master Gamblers Defy The Odds - And Always Win,184344013x,01/05/2005,Sport,Gambling,193.04,127,18.796,236
9780224092357,Hardcover,Federer and Me: A Story of Obsession,224092359,04/06/2015,Sport,Tennis,221.999556,143.999712,27.999944,459.0249381
9780745333625,Paperback,The Financial Crisis and the Global South: A Development Perspective,745333621,11/04/2013,Economics,Development,229.99954,149.9997,12.7,340
9781909471580,Flexibound,Focused,1909471585,29/08/2014,Sport,Equine,247.65,190.5,12.7,381
9781847672933,Paperback,"For Richer, For Poorer: A Love Affair with Poker",1847672930,03/03/2011,Biography,Memoir,198.12,128.999742,20.999958,254
9780861661848,Paperback,The From Hell Companion,861661842,27/06/2013,Fiction,Graphic Novel,249,190,20,708
9780099575757,Paperback,The Fun Stuff and Other Essays,99575752,06/02/2014,Essays,Literature,197.999604,128.999742,21.999956,288.1644249
9780753522363,Paperback,Future Babble: Why Expert Predictions Fail - And Why We Believe Them Anyway,753522365,01/05/2011,Science,Popular,215.999568,134.99973,21.999956,328.9826415
9780563522720,Paperback,"Gangsters and Organized Crime in Buffalo: History, Hits and Headquarters (True Crime)",563522720,12/06/2012,History,Crime,228.6,152.4,7.874,140.6766417
9780752449968,Hardcover,"German Schoolboy, British Commando",752449966,01/06/2010,History,WW2,239.99952,159.99968,19.99996,487
